ID,N,E,"Accuracy (radius, m)","Thickness, m","Absolute elevation, m a.s.l.",Type of excavation,Geomorphological position modern,Geomorphological position,Name of geographic feature,Nearest locality,Administrative unit,Type of deposits,Stratigraphic position,Chronological data available,Dating method,Number of magnetostratigraphy boundaries,Number of  14С dates ,Number of  OSL dates,Number of  TL dates,Number of (U–Th)/He dates ,Publication 1,DOI / link 1,Publication 2,DOI / link 2,Publication 3,DOI / link 3,Publication 4,DOI / link 4,Principal investigator,Comments,Data contributor,n_sources
1,44.78053,44.16336,5000,1–100,90–130,ND,ND,ND,Буденновск,Буденновск,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Галай Научные статьи.pdf,ND,Галай_1981_Некотороые закономерности строения лессовых толщ.pdf,ND,Диссертация Галай,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,ND,консолидировано из 5 источн.; г. Буденновск || г. Буденновск,auto-extraction (loess pipeline),5
1729,47.26878,39.4438,5000,ND,ND,ND,ND,ND,Хапры,Хапры,Ростовская область,alluvium,Lower Pleistocene; Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Titov2008.pdf,ND,Горецкий 1982. Палеопатамологические эскизы Палео-Дона,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; из хапровского аллювия ряда местонахождений Ростовской области (Хапры, Ливенцовка, Морская, балка Валовая, Мокрый Чалтырь и др.) || в карьере у ст. Хапры.",auto-extraction (loess pipeline),2
1746,51.11165,39.15912,5000,ND,ND,ND,ND,ND,Урыв-1,Урыв-1,ND,alluvium; loess; slope deposits,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Titov2008.pdf,ND,Конференция Ростов 2010,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; урывский (стратотип — местонахождение Урыв-1 на Верхнем Дону) || the Uryv-2 Bed is located obove the Uryv-1 Bed,auto-extraction (loess pipeline),2
1747,44.75621,39.28882,5000,ND,ND,ND,ND,ND,Бакинская,Бакинская,ND,alluvium; loess; slope deposits,Middle Pleistocene; Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Titov2008.pdf,ND,"Байгушева, Титов_200.pdf",ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; псекупский (стратотип расположен возле станицы Бакинской в долине р. Псекупс, приток р. Кубань) || местонахождений (ст. Бакинская, Холодная балка, поздний плиоцен) на р. Псекупс",auto-extraction (loess pipeline),2
1753,54.70883,38.40323,5000,ND,ND,ND,ND,ND,Коростылево,Коростылево,ND,loess,Lower Pleistocene,Yes,ND,ND,ND,ND,ND,ND,velichko1990.pdf,ND,Величко и др. 2003. Количественные реконструкции климата Восточно-Европейской равнины за поение 450 т.л,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; even in the ‘purest’ and well manifested Lower Pleistocene loess (e.g. Korostylevo loess) || Рис. 1. Схема расположения разрезов, содержащих палеоклиматическую информацию: разрезы: 7 – Коростылево",auto-extraction (loess pipeline),2
1756,50.61962,26.25132,5000,6,ND,ND,ND,ND,Ровно,Ровно,ND,loess; marine deposits; slope deposits,Upper Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Velichko_AA_1975_Problemi_paleogeografii_lessovih_i_periglyacialnih_oblastei.pdf,ND,Velichko_AA_1985_Kraevie_obrazovaniya_materikovih_oledenenii.pdf,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; в некоторых разрезах (Торчин, Ровно) фиксируются клиновидные структуры || «…вертикальной мощностью на севере Волынской возвышенности свыше 6,0 м (разрез Ровно и др.)…»",auto-extraction (loess pipeline),2
1757,57.3064,88.16717,5000,ND,ND,ND,ND,ND,Тегульдет,Тегульдет,ND,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Velichko_AA_1984_Late-Quaternary_Environments_of_the_Soviet_Union.pdf,ND,Величко и др. 2002. Динамика ландшафтных компонентов,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; упоминается в тексте: 'near the village of Tegul’det' || разрез II надпойменной террасы р.Чулым у с. Тегульдет,auto-extraction (loess pipeline),2
1758,63.30275,130.38072,5000,ND,ND,ND,ND,ND,Дыгдал,Дыгдал,ND,loess,Lower Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Velichko_AA_1984_Late-Quaternary_Environments_of_the_Soviet_Union.pdf,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; None || скв.3 у пос.Дыгдал,auto-extraction (loess pipeline),2
1759,52.82519,40.69162,5000,ND,ND,ND,ND,ND,Польное Лапино,Польное Лапино,Тамбовская область,alluvium; loess; loess-like loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL,ND,ND,ND,ND,ND,Velichko_AA_1985_Kraevie_obrazovaniya_materikovih_oledenenii.pdf,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; Наиболее полно выделяемая этапность развития прослеживается на примере погребенных озер Польное Лапино Тамбовской области (скв. IO5) || разреза скв.105, выполненной у д. Польное Лапино Тамбовской обл.",auto-extraction (loess pipeline),1
1760,51.93582,30.79979,5000,ND,ND,ND,ND,ND,Лоев,Лоев,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Velichko_AA_1985_Kraevie_obrazovaniya_materikovih_oledenenii.pdf,ND,Velichko_AA_Shik_SM_2001_Oledeneniya_srednego_pleistocena_Vostochnoi_evropi.pdf,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; Травянистая растительность представлена в основном водными растениями умеренной лесной зоны: Potamogeton natans L., P. vaginatus Turcz., Najas marina  || Опорный корреляционный профиль III – Восточно-",auto-extraction (loess pipeline),2
1762,56.80455,25.81011,5000,27,ND,ND,ND,ND,Жидини,Жидини,ND,alluvium; loess; slope deposits,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Velichko_AA_1985_Kraevie_obrazovaniya_materikovih_oledenenii.pdf,ND,Velichko_AA_FAustova_MA_1981_Pleistocenovie_oledeneniya_Vostochno_evropeiskoi_ravnini.pdf,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; «Выявленный в нижнеплейстоценовом разрезе Жидини Cyclostephanos costatus Log., Lupik. et Churs (I5‑36%) находится в едином филогенетическом ряду…» || Толща жидиниских межморенных отложений, залегающая",auto-extraction (loess pipeline),2
1766,50.5327,129.21445,5000,ND,ND,ND,ND,ND,Смелое,Смелое,ND,loess,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Velichko_AA_1997_Lessovo-pochvennaya_formaciya_Vostochno-Evropeiskoi_ravnini.pdf,ND,Velichko_AA_1997_Lessovo-pochvennaya_formaciya_Vostochno_evropeiskoi_ravnini.pdf,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; в) - Смелое || Рис. 9 Гистограммы морфоскопических показателей для песчанных зерен из днепровских лессов из разрезов: а) -Араповичи, б)- Мезин, в) - Смелое",auto-extraction (loess pipeline),2
1772,65.66122,54.51351,5000,ND,ND,ND,ND,ND,Кипиево,Кипиево,ND,loess; till,Middle Pleistocene,Yes,(U-Th)/He,ND,ND,ND,ND,ND,Velichko_AA_1997_Lessovo-pochvennaya_formaciya_Vostochno_evropeiskoi_ravnini.pdf,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; в разрезе Кипиево 1 || обн.220 – Кипиево,auto-extraction (loess pipeline),2
1774,50.30608,26.48049,5000,ND,ND,ND,ND,ND,Межирич,Межирич,ND,alluvium; loess-like loam,Middle Pleistocene; Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Velichko_AA_1997_Pervobitnii_chelovek_v_ekstremalnih_usloviyah_sredi_Stoyanka_Eliseevichi.pdf,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; наличие дат, превышающих 16 тыс. лет назад, для памятников типа Юдиново, Межирич и некоторых других... || разрезы: Мутин, Марково, Межирич, Светловодск и др.",auto-extraction (loess pipeline),2
1775,53.20352,34.30971,5000,ND,ND,ND,ND,ND,Супонево,Супонево,Брянская область,loess; loess-like silty loam; slope deposits,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Velichko_AA_1997_Pervobitnii_chelovek_v_ekstremalnih_usloviyah_sredi_Stoyanka_Eliseevichi.pdf,ND,Velichko_a_a_1961_geologicheskiy_vozrast_verkhnego_paleolita_tsen.pdf,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; К более сложным памятникам относятся стоянки Супонево на Десне в 4 км к югу от Брянска || Стоянка находится в 7—8 км к югу от Брянска на правом коренном берегу Десны... стоянка Супонево,auto-extraction (loess pipeline),2
1776,52.19948,33.29269,5000,ND,ND,ND,ND,ND,Пушкари,Пушкари,Украина,loess,Upper Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Velichko_AA_1997_Pervobitnii_chelovek_v_ekstremalnih_usloviyah_sredi_Stoyanka_Eliseevichi.pdf,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; район с. Пушкари в 18–20 км к северу от Новгород-Северского (Украина) || стоянка Пушкари I,auto-extraction (loess pipeline),1
1779,55.67822,37.26681,5000,ND,ND,ND,ND,ND,"Одинцово, Московская область","Одинцово, Московская область",Московская область,alluvium,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Velichko_AA_1999_Izmenenie_klimata_i_landshaftov_za_poslednie_65_mln_let.pdf,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; хорошо известны раннеильинские – акуловские – отложения в опорных разрезах у ст.Одинцово Московской области || хорошо известны раннеильинские – акуловские – отложения в опорных разрезах у ст.Одинцово,auto-extraction (loess pipeline),2
1781,58.49762,39.20097,5000,ND,ND,ND,ND,ND,Яковлевское,Яковлевское,Ярославская область,alluvium; loess; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,14C; OSL; TL,ND,ND,ND,ND,ND,Velichko_AA_1999_Izmenenie_klimata_i_landshaftov_za_poslednie_65_mln_let.pdf,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; палеоклиматические реконструкции, проведенные на основе палинологических данных из лихвинских отложений разреза Яковлевское, расположенного на севере  || из лихвинских отложений разреза Яковлевское, р",auto-extraction (loess pipeline),2
1783,54.52552,34.32902,5000,ND,ND,ND,ND,ND,Завальный яр,Завальный яр,ND,alluvium; loess; marine deposits; till,Middle Pleistocene,Yes,TL,ND,ND,ND,ND,ND,Velichko_AA_1999_Izmenenie_klimata_i_landshaftov_za_poslednie_65_mln_let.pdf,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; разрезах самаровских отложений на Енисее (Завальный яр, скв.8/3, Оплывной яр) || в разрезах самаровских отложений на Енисее (Завальный яр, скв.8/3, Оплывной яр)",auto-extraction (loess pipeline),2
1796,61.56532,130.73677,5000,ND,ND,ND,ND,ND,Хочо,Хочо,Якутия,loess-like loam,Holocene,Yes,14C,ND,ND,ND,ND,ND,Velichko_AA_1999_Izmenenie_klimata_i_landshaftov_za_poslednie_65_mln_let.pdf,ND,Velichko_AA_red_1999_Izmenenie_klimata_i_landshaftov_za_poslednie.pdf,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; в разрезе Хочо это похолодание менее выражено || Торфяник “Хочо” расположен на высокой пойме правого берега р.Яны в 15 км к северу от с.Усть-Янск, недалеко от бывшего населенного пункта Хочо",auto-extraction (loess pipeline),2
1801,55.62558,37.60639,5000,200–400,ND,ND,ND,ND,Москва,Москва,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Middle Pleistocene,Yes,14C,ND,ND,ND,ND,ND,Velichko_AA_2009_Atlas_Paleoklimati_i_paleolandshafti_vnetropicheskogo_prostranstva_pozdnii_pleisocene_holocene).pdf,ND,Yakovlev_SA_1956_Osnovi_geologii_chetvertichnih_otlozhenii_Russkoi_ravnini.pdf,ND,ND,ND,ND,ND,ND,"консолидировано из 2 источн.; На широте Москвы и Новосибирска, там, где сейчас многолетняя мерзлота вовсе отсутствует, тогда ее мощность достигала 200–400 м. || торфяник с зубами Elephas antiquus Falc., найденными В. И. Громовым в",auto-extraction (loess pipeline),2
1812,56.2714,29.0062,5000,110,150,ND,ND,ND,Сомино,Сомино,ND,loess-like silty loam; slope deposits; till,Upper Pleistocene; Holocene,Yes,14C,ND,ND,ND,ND,ND,Velichko_AA_FAustova_MA_1981_Pleistocenovie_oledeneniya_Vostochno_evropeiskoi_ravnini.pdf,ND,История плейстоценовых озер ВЕР. 1998,ND,ND,ND,ND,ND,ND,консолидировано из 2 источн.; по разрезу скв. 7161 близ д. Сомино у оз. Вожанское на Валдайской возвышенности выделены отложения соминского межстадиала || 03. Сомино,auto-extraction (loess pipeline),2
